title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Son of a Critch",tv,Comedy,2022,tt15310816,7.3,1522,
"Don't Toy with Me, Miss Nagatoro",tv,"Animation, Comedy, Romance",2021,tt12635162,7.1,5639,
Busted!,tv,"Comedy, Reality-TV",2018,tt8328460,7.7,1364,
"The Girl I Like Forgot Her Glasses",tv,"Animation, Comedy, Romance",2023,tt28265657,6.7,1026,
"Nina the Starry Bride",tv,"Animation, Drama, Fantasy",2024,tt32178571,6.1,961,
"Missing: The Other Side",tv,"Drama, Fantasy, Mystery",2020,tt12867916,8,1539,
Evil,tv,"Crime, Drama, Horror",2019,tt9055008,7.8,48770,
"Natsume's Book of Friends",tv,"Animation, Comedy, Drama",2008,tt1352421,8.1,2945,
"Seirei Gensouki: Spirit Chronicles",tv,"Action, Adventure, Animation",2021,tt13544802,7.2,2856,
"One Hundred Years of Solitude",tv,"Drama, Fantasy, History",2024,tt9892936,8.3,16842,
"A Terrified Teacher at Ghoul School!",tv,"Animation, Comedy, Fantasy",2024,tt32832431,6.2,210,
,tv,,2024,,,,
"TASUKETSU -Fate of the Majority-",tv,"Action, Animation, Drama",2024,tt31390266,4.1,112,
"Blue Box",tv,"Animation, Comedy, Romance",2024,tt32639706,7.9,4666,
"Plus-Sized Elf",tv,"Animation, Comedy, Fantasy",2024,tt32291998,5.1,225,
"The Rise of Ning",tv,"Drama, Romance",2024,tt29363625,7.4,111,
Kakegurui,tv,"Animation, Drama, Mystery",2017,tt7131720,7.1,15414,
"The Future Diary",tv,"Reality-TV, Romance",2021,tt15567380,7.2,201,
"Young Sheldon",tv,Comedy,2017,tt6226232,7.7,134749,
"Single's Inferno",tv,Reality-TV,2021,tt16283666,7.2,3907,
Misaeng,tv,Drama,2014,tt4240730,8.5,3041,
"Taxi Driver",tv,"Action, Crime, Drama",2021,tt13759970,8.1,7740,
"The Innocent",tv,"Crime, Drama, Mystery",2021,tt10147644,7.8,41137,
"Alchemy of Souls",tv,"Action, Drama, Fantasy",2022,tt20859920,8.7,23784,
"In Another World with My Smartphone",tv,"Adventure, Animation, Comedy",2017,tt7088332,6.5,3602,
"Light of My Lion",tv,"Drama, Family, Mystery",2024,tt33710504,8.1,449,
"The Uncanny Counter",tv,"Action, Fantasy, Horror",2020,tt13273826,8,13604,
"I Am Not Okay with This",tv,"Comedy, Drama, Fantasy",2020,tt9446688,7.5,79159,
"Fate: The Winx Saga",tv,"Action, Adventure, Drama",2021,tt8179402,6.8,62001,
"Spirit Riding Free",tv,"Action, Adventure, Animation",2017,tt6710836,6.5,1278,
"Man vs. Bee",tv,"Comedy, Family, Short",2022,tt13640670,6.7,36021,
Snowpiercer,tv,"Action, Drama, Sci-Fi",2020,tt6156584,6.9,71311,
,tv,,1996,,,,"HK, JP, TW"
Pluto,tv,"Action, Animation, Drama",2023,tt26737616,8.1,17541,
"Widows' War",tv,"Action, Crime, Drama",2024,tt31078797,7.3,84,
"Emily in Paris",tv,"Comedy, Drama, Romance",2020,tt8962124,6.8,132746,
"Cells at Work!",tv,"Action, Adventure, Animation",2018,tt8673610,7.5,3320,
Manifest,tv,"Drama, Mystery, Sci-Fi",2018,tt8421350,7,98810,
"The Seven Deadly Sins: Four Knights of the Apocalypse",tv,"Action, Adventure, Animation",2023,tt20228550,7,1357,
"Yakuza Fiancé: Raise wa Tanin ga Ii",tv,"Animation, Crime, Drama",2024,tt32792739,6.9,1000,
Sex/Life,tv,"Comedy, Drama, Romance",2021,tt10839422,5.6,33082,
"Rise of Empires: Ottoman",tv,"Documentary, Drama, History",2020,tt9244578,8,44456,
Chucky,tv,"Comedy, Drama, Horror",2021,tt8388390,7.2,30877,
"Black Doves",tv,"Action, Drama, Mystery",2024,tt27995113,7.2,64571,
,tv,"Kids, Animation",2021,,,,
"The Mothers of Penguins",tv,"Drama, Sport",2024,tt32245065,7.4,818,
,tv,"Crime, Drama",2022,,,,
"Peaky Blinders",tv,"Crime, Drama",2013,tt2442560,8.7,717555,
"The Legend of Nang Nak",tv,"History, Horror, Romance",2024,tt28491061,9,8,
"The Andy Warhol Diaries",tv,"Biography, Documentary",2022,tt18082212,7.7,2914,
"The Believers",tv,"Crime, Drama, Thriller",2024,tt31158584,7.6,842,
"Country Life of Gen-Z",tv,Reality-TV,2024,tt33786994,,,
Wolfblood,tv,"Family, Fantasy",2012,tt2321596,7.4,4292,
"The Thundermans",tv,"Action, Comedy, Crime",2013,tt2712516,6,8340,
"The Tailor",tv,"Drama, Mystery, Thriller",2023,tt15473010,6.2,6845,
"Quality Assurance in Another World",tv,"Adventure, Animation, Comedy",2024,tt32332918,6.1,335,
"Tales of the Teenage Mutant Ninja Turtles",tv,"Action, Adventure, Animation",2024,tt28521741,6.9,1220,
"The Sandman",tv,"Drama, Fantasy, Horror",2022,tt1751634,7.7,186228,
"The Double",tv,"Comedy, Drama, Romance",2024,tt32484114,8.2,1444,
"The Elusive Samurai",tv,"Adventure, Animation, Comedy",2024,tt27187054,7.3,1580,
"Sword Art Online Alternative: Gun Gale Online",tv,"Action, Adventure, Animation",2018,tt7978710,6.8,3107,
"Oshi No Ko",tv,"Animation, Drama, Fantasy",2023,tt21030032,8.3,12693,
"Medaka Kuroiwa Is Impervious to My Charms",tv,"Animation, Comedy, Romance",2025,tt32550272,6.5,760,
"Headhunted to Another World: From Salaryman to Big Four!",tv,"Adventure, Animation, Comedy",2025,tt33021990,6.2,527,
"Ron Kamonohashi's Forbidden Deductions",tv,"Animation, Comedy, Crime",2023,tt29370857,7.2,940,
"The Night Agent",tv,"Action, Drama, Thriller",2023,tt13918776,7.4,142745,
"Loner Life in Another World",tv,"Action, Adventure, Animation",2024,tt32512773,6.3,732,
"Orb: On the Movements of the Earth",tv,"Animation, Drama, History",2024,tt33044444,8.4,4173,
"Alya Sometimes Hides Her Feelings in Russian",tv,"Animation, Comedy, Romance",2024,tt31131295,7.2,4785,
"Surviving Summer",tv,"Drama, Family",2022,tt13925166,6.6,5050,
ZENSHU,tv,"Action, Adventure, Animation",2024,tt31863730,6.8,1529,
"Dahlia in Bloom: Crafting a Fresh Start with Magical Tools",tv,"Animation, Comedy, Fantasy",2024,tt32832439,6,236,
"Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells",tv,"Action, Adventure, Animation",2024,tt32469108,6.7,1677,
"Delico's Nursery",tv,"Animation, Fantasy, Mystery",2024,tt32645928,6.2,173,
"Twilight Out of Focus",tv,"Animation, Romance",2024,tt32332813,6.9,400,
"Makeine: Too Many Losing Heroines!",tv,"Animation, Comedy, Drama",2024,tt32332831,7.4,2603,
"Shoshimin: How to Become Ordinary",tv,"Animation, Drama, Mystery",2024,tt30844357,6.9,512,
"Days with My Stepsister",tv,"Animation, Comedy, Drama",2024,tt21975478,7.1,1359,
"Monster High",tv,"Animation, Comedy, Family",2022,tt14118188,6.3,667,
"Is It Wrong to Try to Pick Up Girls in a Dungeon?",tv,"Action, Adventure, Animation",2015,tt4728568,7.4,12502,
"A Time Called You",tv,"Drama, Fantasy, Mystery",2023,tt21627438,7.9,5740,
Ghosts,tv,"Comedy, Fantasy",2021,tt11379026,7.9,42399,
"Shi Xiao",tv,Drama,2024,tt31173610,7.6,136,
ID-0,tv,"Action, Adventure, Animation",2017,tt7161218,6,385,
"Banana Fish",tv,"Action, Adventure, Animation",2018,tt8515016,8.1,10417,
"In Between",tv,Drama,2024,tt28143667,7.3,32,
"The World's Most Amazing Vacation Rentals",tv,Reality-TV,2021,tt14691382,6.8,1686,
"Deceitful Love",tv,"Drama, Romance",2024,tt27031470,5.7,2824,
"I May Be a Guild Receptionist, but I'll Solo Any Boss to Clock Out on Time",tv,"Action, Adventure, Animation",2024,tt33059860,6.3,622,
"America's Sweethearts: Dallas Cowboys Cheerleaders",tv,Documentary,2024,tt32146518,7,2733,
"Pokémon Horizons: The Series",tv,"Action, Adventure, Animation",2023,tt26692417,7.4,1299,
"Unsolved Mysteries",tv,"Crime, Documentary, Mystery",2020,tt9642938,7.3,13772,
"If My Wife Becomes an Elementary School Student.",tv,"Drama, Fantasy",2022,tt17374752,8.2,314,
"TRILLION GAME",tv,"Adventure, Animation, Comedy",2024,tt33609048,7.3,270,
"Sound! Euphonium",tv,"Animation, Comedy, Drama",2015,tt4384306,8,1853,
"Football Parents",tv,"Comedy, Sport",2025,tt33078939,6.1,808,
"Kinnikuman: Perfect Origin Arc",tv,"Action, Adventure, Animation",2024,tt29338030,6.5,126,
Yellowstone,tv,"Drama, Western",2018,tt4236770,8.6,279440,
"The Rookie",tv,"Action, Crime, Drama",2018,tt7587890,8,101989,
"Castaway Diva",tv,"Comedy, Drama, Music",2023,tt28348835,7.9,4044,
"Dragon Ball Z Kai",tv,"Action, Adventure, Animation",2009,tt1409055,8.3,26838,
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!",tv,"Animation, Fantasy",2022,tt15441076,6.2,1222,
"The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far",tv,"Action, Animation, Fantasy",2023,tt27404658,6.8,1749,
"Jujutsu Kaisen",tv,"Action, Adventure, Animation",2020,tt12343534,8.5,157231,
"Wrong Side of the Tracks",tv,"Action, Adventure, Crime",2021,tt13980362,7.1,7204,
,tv,,,,,,
"MAYONAKA PUNCH",tv,"Animation, Comedy",2024,tt32333015,6.7,210,
"TsumaSho: If My Wife Becomes an Elementary School Student.",tv,"Animation, Comedy, Drama",2024,tt32832434,7.3,257,
"Let This Grieving Soul Retire!",tv,"Action, Adventure, Animation",2024,tt32508529,6.4,658,
"Jurassic World: Camp Cretaceous",tv,"Action, Adventure, Animation",2020,tt10436228,7.5,12471,
"Inspector Joy",tv,"Comedy, Drama, History",2021,tt15181018,7.2,1089,
"Beyblade X",tv,"Action, Adventure, Animation",2023,tt27865962,6.4,335,
"Dinner Time Live with David Chang",tv,Reality-TV,2024,tt31035004,7.5,346,
Charlotte,tv,"Animation, Comedy, Drama",2015,tt4574736,7.5,9879,
"Becoming Champions",tv,"Documentary, Sport",2018,tt8796068,6.5,533,
"Sengoku Youko",tv,"Adventure, Animation, Drama",2024,tt30325850,6.4,265,
Heartstopper,tv,"Drama, Romance",2022,tt10638036,8.5,87596,
"Fairies Albums",tv,"Action, Adventure, Animation",2020,tt15250594,7.3,106,
"Remarriage & Desires",tv,Drama,2022,tt15268768,7.3,2563,
Forever,tv,"Drama, Romance",2025,tt15515490,7.8,3237,
"Iron Reign",tv,"Drama, Mystery, Thriller",2024,tt23806252,6.4,2305,
"Brewing Love",tv,"Comedy, Drama, Romance",2024,tt33607282,7.1,1103,
"Rurouni Kenshin",tv,"Action, Adventure, Animation",2023,tt22249034,7.9,2589,
"The Job Lot",tv,Comedy,2013,tt2885556,7.1,2645,
,tv,"Documentary, Crime, Talk",2024,,,,
"Fabulous Lives of Bollywood Wives",tv,"Documentary, Reality-TV, Romance",2020,tt13452100,4.1,10582,
"The Secret of the River",tv,Drama,2024,tt30068040,8.2,2046,
"Interview with the Vampire",tv,"Drama, Fantasy, Horror",2022,tt3960394,7.5,32682,
,tv,"Family, Talk",2019,,,,
,tv,Documentary,2005,,,,
,tv,"Talk, Reality",2009,,,,
"Dungeon People",tv,"Adventure, Animation, Comedy",2024,tt32832441,6.7,230,
"The Empress",tv,"Drama, History, Romance",2022,tt13720112,7.8,19756,
"Comedy Royale",tv,"Comedy, Game-Show, Reality-TV",2023,tt29686471,6.2,65,
"Re: Zero - Starting Life in Another World",tv,"Adventure, Animation, Drama",2016,tt5607616,8.1,34488,
"Mission: Yozakura Family",tv,"Action, Adventure, Animation",2024,tt31131310,6.7,677,
"Gyeongseong Creature",tv,"Action, Drama, History",2023,tt22352854,7.4,15135,
"Hwarang: The Poet Warrior Youth",tv,"Action, Comedy, Drama",2016,tt5646594,8,6905,
"Sullivan's Crossing",tv,Drama,2023,tt21064598,7.2,3810,
"Chillin' in Another World with Level 2 Super Cheat Powers",tv,"Adventure, Animation, Comedy",2024,tt29521186,6.7,1938,
"YAIBA: Samurai Legend",tv,"Action, Adventure, Animation",2025,tt33332400,6.9,285,
Riverdale,tv,"Crime, Drama, Mystery",2017,tt5420376,6.4,161159,
Twirlywoos,tv,"Animation, Family",2015,tt4481920,7.3,214,
"The Blue Wolves of Mibu",tv,"Action, Animation, History",2024,tt30523856,6.6,179,
,tv,,2019,,,,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
"Girls Band Cry",tv,"Animation, Comedy, Drama",2024,tt31250134,7.7,567,
"Comedians in Cars Getting Coffee",tv,"Comedy, Family, Talk-Show",2012,tt2314952,8,13939,
"Starting 5",tv,"Documentary, Sport",2024,tt33294894,7.2,1966,
"The On1y One",tv,"Drama, Romance",2024,tt33098983,8.6,7956,
"Bad Genius",tv,"Crime, Drama, Thriller",2020,tt11542210,7.7,785,
"The Secret of Us",tv,"Drama, Romance",2024,tt30176429,8.3,2306,
"Better Call Saul",tv,"Crime, Drama",2015,tt3032476,9,739921,
Okupas,tv,"Crime, Drama",2000,tt0289649,8.9,3576,
Bitten,tv,"Drama, Fantasy, Horror",2014,tt2365946,6.9,19867,
Pokémon,tv,"Action, Adventure, Animation",1997,tt0168366,7.6,51642,
"El Príncipe",tv,"Action, Adventure, Crime",2014,tt2651246,7.3,1371,
"Rick and Morty",tv,"Adventure, Animation, Comedy",2013,tt2861424,9.1,656017,
"Magi: The Labyrinth of Magic",tv,"Action, Adventure, Animation",2012,tt2425098,7.8,5273,
Derek,tv,"Comedy, Drama",2012,tt2616280,8.1,36838,
"Marco Polo",tv,"Action, Adventure, Drama",2014,tt2189461,7.9,82127,
Gotham,tv,"Action, Crime, Drama",2014,tt3749900,7.8,247613,
"KILL la KILL",tv,"Action, Animation, Comedy",2013,tt3114390,7.8,18338,
"The Flash",tv,"Action, Adventure, Drama",2014,tt3107288,7.5,377809,
"Ace of Diamond",tv,"Animation, Sport",2013,tt3105422,8.1,1547,
"No Game, No Life",tv,"Adventure, Animation, Comedy",2014,tt3431758,7.6,20518,
"Ping Pong the Animation",tv,"Animation, Drama, Sport",2014,tt3592032,8.6,5523,
"Doctor Stranger",tv,"Action, Drama, Romance",2014,tt3693414,7.5,3985,
"My Love from Another Star",tv,"Comedy, Drama, Fantasy",2013,tt3469052,8.2,18230,
"Married at First Sight",tv,"Reality-TV, Romance",2014,tt3868860,6.2,2800,
"Boss & Me",tv,"Comedy, Drama, Romance",2014,tt6186406,7.2,834,
"How to Get Away with Murder",tv,"Crime, Drama, Mystery",2014,tt3205802,8.1,174054,
Gomorrah,tv,"Crime, Drama, Thriller",2014,tt2049116,8.6,47717,
Yakari,tv,"Adventure, Animation, Family",2005,tt0856155,6.8,583,
"Running Wild with Bear Grylls",tv,"Action, Adventure, Comedy",2014,tt3816666,7.5,3089,
"The Empress Ki",tv,"Action, Drama, History",2013,tt3322566,8.4,4216,
"Bee and PuppyCat",tv,"Action, Adventure, Animation",2013,tt4163486,8.1,4290,
"Steven Universe",tv,"Action, Adventure, Animation",2013,tt3061046,8.1,43504,
"Fated to Love You",tv,"Comedy, Romance",2014,tt3865722,7.9,3485,
"Robocar Poli",tv,"Adventure, Animation, Comedy",2011,tt4763642,5.9,222,
"Akame ga Kill!",tv,"Action, Animation, Comedy",2014,tt3742982,7.8,34291,
Aquarius,tv,"Biography, Crime, Drama",2015,tt3768572,7,13834,
"Tokyo Ghoul",tv,"Action, Animation, Drama",2014,tt3741634,7.7,74111,
"Monthly Girls' Nozaki-kun",tv,"Animation, Comedy, Romance",2014,tt3615002,7.5,4508,
"Terra Formars",tv,"Action, Animation, Horror",2014,tt3894916,6.4,1421,
"Fate/stay night [Unlimited Blade Works]",tv,"Action, Adventure, Animation",2014,tt3621796,8,9902,
"Terror in Resonance",tv,"Animation, Crime, Drama",2014,tt3613454,7.8,15722,
Cilla,tv,"Biography, Drama, Music",2014,tt3568088,7.9,1627,
"Yowamushi Pedal",tv,"Animation, Comedy, Drama",2013,tt2942228,7.6,1113,
"Parasyte: The Maxim",tv,"Action, Animation, Drama",2014,tt3358020,8.2,56506,
"Secret Door",tv,"Drama, History",2014,tt4141426,7,156,
"Hozuki's Coolheadedness",tv,"Animation, Comedy, Fantasy",2014,tt3306838,7.1,339,
19-2,tv,"Crime, Drama",2014,tt3340712,8.1,3451,
"The Missing",tv,"Crime, Drama, Mystery",2014,tt3877200,8.1,31677,
Breathless,tv,Drama,2013,tt2829558,6.8,1556,
"Vanderpump Rules",tv,Reality-TV,2013,tt2343157,6.2,4673,
Drifters,tv,Comedy,2013,tt3323824,7.1,2055,
"Birth of a Beauty",tv,"Comedy, Romance",2014,tt4269776,6.9,1355,
Pinocchio,tv,"Comedy, Drama, Mystery",2014,tt4201628,8.1,9990,
"World Trigger",tv,"Action, Animation, Sci-Fi",2014,tt3950102,7.4,1364,
"Schitt's Creek",tv,Comedy,2015,tt3526078,8.5,162569,
"Your Lie in April",tv,"Animation, Comedy, Drama",2014,tt3895150,8.5,44582,
Sense8,tv,"Drama, Mystery, Sci-Fi",2015,tt2431438,8.2,168024,
Healer,tv,"Action, Comedy, Crime",2014,tt4284216,8.4,12722,
"Unbreakable Kimmy Schmidt",tv,Comedy,2015,tt3339966,7.5,81602,
"Maya the Bee",tv,"Adventure, Animation, Comedy",2012,tt2724814,5.7,459,
"All Hail King Julien",tv,"Action, Adventure, Animation",2014,tt3807022,7.1,2696,
"Hellsing Ultimate",tv,"Action, Animation, Fantasy",2006,tt0495212,8.2,29215,
"Ever After High",tv,"Adventure, Animation, Comedy",2013,tt3312378,7.8,2074,
"Alaskan Bush People",tv,Reality-TV,2014,tt3665674,6.1,2920,
Punch,tv,"Drama, Romance, Thriller",2014,tt4329922,7.2,129,
Detectorists,tv,Comedy,2014,tt4082744,8.6,24190,
"Barbie: Life in the Dreamhouse",tv,"Animation, Comedy, Family",2012,tt2644032,7.6,3384,
"Henry Danger",tv,"Action, Comedy, Drama",2014,tt3596174,6.2,9086,
"Nicky, Ricky, Dicky & Dawn",tv,"Comedy, Family",2014,tt3596176,5.5,3970,
"Good Witch",tv,"Comedy, Drama, Fantasy",2015,tt3906732,7.3,13308,
"When Calls the Heart",tv,"Drama, History, Romance",2014,tt2874692,7.9,16024,
"The Adventures of Puss in Boots",tv,"Action, Adventure, Animation",2015,tt3807034,6.5,2763,
"Hyde, Jekyll, Me",tv,"Comedy, Drama, Romance",2015,tt4357294,7,1622,
"Death Parade",tv,"Animation, Drama, Mystery",2015,tt4279012,7.8,22802,
Catastrophe,tv,Comedy,2015,tt4374208,8.2,24981,
Vorstadtweiber,tv,"Comedy, Drama",2015,tt4352342,7.5,697,
"Wet Hot American Summer: First Day of Camp",tv,Comedy,2015,tt4341500,7.3,25755,
Bloodline,tv,"Drama, Thriller",2015,tt3520702,7.8,61663,
"The Empress of China",tv,"Biography, Drama, History",2014,tt4409784,6.6,482,
"Desi Rascals",tv,Documentary,2015,tt4403898,5.6,89,
"GTO: Great Teacher Onizuka",tv,"Action, Adventure, Comedy",1998,tt0209631,8.4,3958,
"Gegege no Kitarô",tv,"Adventure, Animation, Comedy",2007,tt1172097,6.9,32,
"Ghost in the Shell Arise: Alternative Architecture",tv,"Action, Animation, Drama",2015,tt4508686,7.3,981,
Blood,tv,"Drama, Romance, Thriller",2015,tt4343108,6.5,1221,
Poldark,tv,"Drama, Romance",2015,tt3636060,8.3,38008,
"The Seven Deadly Sins",tv,"Action, Adventure, Animation",2014,tt3909224,7.7,42453,
"Shahs of Sunset",tv,Reality-TV,2012,tt1997999,4.9,1767,
Younger,tv,"Comedy, Romance",2015,tt3288518,7.8,29248,
"Crno-bijeli svijet",tv,"Comedy, Drama",2015,tt3674454,8.7,2237,
"My Sunshine",tv,Romance,2015,tt6131630,6.6,344,
"Rabbids Invasion",tv,"Animation, Comedy, Family",2013,tt3105674,5.4,2438,
SamSam,tv,Animation,2007,tt2924740,7.4,83,
"Sonic Boom",tv,"Action, Adventure, Animation",2014,tt3232262,6.9,7777,
"Ash vs Evil Dead",tv,"Action, Comedy, Horror",2015,tt4189022,8.4,83015,
"Fear the Walking Dead",tv,"Drama, Horror, Sci-Fi",2015,tt3743822,6.8,150612,
"The Girl Who Sees Smells",tv,"Comedy, Drama, Fantasy",2015,tt4583316,7.1,1680,
Botched,tv,Reality-TV,2014,tt3781836,6.8,1846,
"Grace and Frankie",tv,Comedy,2015,tt3609352,8.2,59848,
"Blood Blockade Battlefront",tv,"Action, Adventure, Animation",2015,tt4379632,7.2,2985,
UnREAL,tv,Drama,2015,tt3314218,7.7,16671,
"Chef's Table",tv,"Biography, Documentary",2015,tt4295140,8.5,17534,
"The Next Step",tv,"Comedy, Drama, Family",2013,tt2374744,6.3,2458,
"Tiny House Nation",tv,Reality-TV,2014,tt3869500,7.1,1376,
Between,tv,"Drama, Mystery, Sci-Fi",2015,tt4132692,6,10641,
"Blood Sweat and Heels",tv,"Documentary, Reality-TV",2014,tt3437610,6.3,68,
"Vis a vis",tv,"Drama, Thriller",2015,tt4524056,8.1,28036,
"ThirTEEN Terrors",tv,"Horror, Mystery, Thriller",2014,tt5040974,6.8,358,
Heidi,tv,"Adventure, Animation, Drama",2015,tt4346362,7.1,346,
"Black Work",tv,"Crime, Drama, Thriller",2015,tt3959576,6.7,2529,
Unforgotten,tv,"Crime, Drama, Mystery",2015,tt4192812,8.4,34826,
"Who Are You: School 2015",tv,"Drama, Mystery, Romance",2015,tt5087824,7.6,3152,
"The Undertaker",tv,Crime,2013,tt2265544,7.3,687,
"Ore Monogatari!!",tv,"Animation, Comedy, Romance",2015,tt4616700,7.7,2629,
"Saving My Stupid Youth",tv,Comedy,2014,tt3912208,7.3,674,
"Lego City",tv,Animation,2011,tt4168604,6.1,99,
"Richie Rich",tv,Comedy,2015,tt4160920,3.3,1528,
"DC's Legends of Tomorrow",tv,"Action, Adventure, Drama",2016,tt4532368,6.7,112720,
"THE Producers",tv,"Comedy, Drama, Romance",2015,tt4612922,7.3,1999,
Superstore,tv,Comedy,2015,tt4477976,7.9,77782,
"Altes Geld",tv,Comedy,2015,tt3701442,7.2,646,
Ballers,tv,"Comedy, Drama, Sport",2015,tt2891574,7.7,78316,
"Dragon Ball Super",tv,"Action, Adventure, Animation",2015,tt4644488,8.3,41562,
"Bella and the Bulldogs",tv,"Comedy, Drama, Family",2015,tt3596178,5.3,2781,
"Kamisama Kiss",tv,"Animation, Comedy, Fantasy",2012,tt2320220,8.1,6142,
Acquitted,tv,"Crime, Drama",2015,tt3582458,7.4,5041,
"Some Assembly Required",tv,"Comedy, Family",2014,tt3441810,4.7,1255,
Mask,tv,"Drama, Romance",2015,tt4714786,7.5,520,
Billions,tv,Drama,2016,tt4270492,8.3,114684,
"High Society",tv,"Drama, Romance",2015,tt4768948,6.7,706,
Bunk'd,tv,"Comedy, Drama, Family",2015,tt4591680,5.5,4684,
"Forged in Fire",tv,"Game-Show, Reality-TV",2015,tt4680444,8.2,4817,
"Sluzby specjalne",tv,"Crime, Action & Adventure",2015,tt6229806,6.7,213,
"The Time We Were Not in Love",tv,"Comedy, Drama, Romance",2015,tt4817002,7.1,491,
"Los misterios de Laura",tv,"Comedy, Crime, Drama",2009,tt1442434,7.5,735,
"Ushio & Tora",tv,"Action, Animation, Comedy",2015,tt4801510,7.5,1188,
"Snow White with the Red Hair",tv,"Animation, Drama, Fantasy",2015,tt4542568,7.6,4317,
Lucifer,tv,"Crime, Drama, Fantasy",2016,tt4052886,8,377208,
Glitch,tv,"Drama, Horror, Sci-Fi",2015,tt4192782,7.2,22334,
"Endless Love",tv,"Action, Drama, Romance",2014,tt5196024,7.4,59,
Shadowhunters,tv,"Action, Drama, Fantasy",2016,tt4145054,6.5,74272,
"The First Republic",tv,Drama,2014,tt3395584,6.6,164,
,tv,"Animation, Kids",2014,,,,
"Yong Pal",tv,"Drama, Romance",2015,tt5010664,7.4,1139,
"Club de Cuervos",tv,"Comedy, Drama, Sport",2015,tt4680240,8.2,6629,
"The Last Kingdom",tv,"Action, Drama, History",2015,tt4179452,8.5,179094,
Dinotrux,tv,"Action, Adventure, Animation",2015,tt1396212,6.7,619,
Narcos,tv,"Biography, Crime, Drama",2015,tt2707408,8.7,503899,
"Bibi Blocksberg",tv,"Animation, Family, Fantasy",1994,tt0457226,6,301,
Taskmaster,tv,"Comedy, Game-Show",2015,tt4934214,9,25206,
"Project Mc²",tv,Family,2015,tt4861760,6.2,1528,
"The Time in Between",tv,"Adventure, Drama, History",2013,tt1864750,8.2,4916,
"Mrs. Cop",tv,"Action, Crime, Mystery",2015,tt5056742,7.6,137,
"F Is for Family",tv,"Animation, Comedy, Drama",2015,tt4326894,8,43120,
"Documentary Now!",tv,Comedy,2015,tt4677934,8.1,8386,
"Young Doctors",tv,Drama,2015,tt3833900,5.6,199,
