Title,Type,Year,Rating,Votes,Genre
The Red Band Society,tv,2014,7.3,338.0,Drama
The Break,tv,2016,7.6,6896.0,Crime
My Teen Romantic Comedy SNAFU,tv,2013,7.9,10989.0,Animation
Good Morning Call,tv,2016,7.4,3886.0,Comedy
Taboo,tv,2017,8.3,157107.0,Drama
Marriage Contract,tv,2016,7.5,1283.0,Drama
Doraemon,tv,2005,8.4,4847.0,Animation
Goodbye Mr. Black,tv,2016,7.0,266.0,Drama
Slasher,tv,2016,6.7,17957.0,Crime
Bananas in Pyjamas,tv,2011,4.5,245.0,Animation
Letterkenny,tv,2016,8.6,32580.0,Comedy
Van Helsing,tv,2016,6.3,25630.0,Action
Konosuba: God's Blessing on This Wonderful World!,tv,2016,7.8,18153.0,Adventure
60 Days In,tv,2016,7.6,3462.0,Crime
Girlboss,tv,2017,7.0,20373.0,Comedy
The Royal Gambler,tv,2016,7.3,335.0,Drama
The Cuba Libre Story,tv,2015,7.6,2148.0,Documentary
The Imperial Doctress,tv,2016,6.7,200.0,Drama
Bungo Stray Dogs,tv,2016,7.8,11769.0,Action
Haven't You Heard? I'm Sakamoto,tv,2016,7.1,2952.0,Animation
Kabaneri of the Iron Fortress,tv,2016,7.2,7288.0,Action
Bodo,tv,2016,6.5,125.0,Biography
The Characters,tv,2016,5.4,1055.0,Comedy
Wynonna Earp,tv,2016,7.4,25848.0,Action
You Me Her,tv,2016,7.0,11321.0,Comedy
Marcella,tv,2016,7.3,39573.0,Crime
Animal Kingdom,tv,2016,8.2,46877.0,Crime
Boomers,tv,2014,7.0,680.0,Comedy
Tanaka-kun Is Always Listless,tv,2016,7.4,1338.0,Animation
Kuromukuro,tv,2016,7.1,1557.0,Action
The Durrells,tv,2016,8.2,15706.0,Biography
Thou Shalt Not Kill,tv,2015,7.2,1222.0,Crime
Flowers,tv,2016,8.0,6995.0,Comedy
Kong: King of the Apes,tv,2016,5.7,415.0,Action
Love in the Moonlight,tv,2016,7.8,4911.0,Comedy
The Secret,tv,2016,7.1,3985.0,Biography
Uncontrollably Fond,tv,2016,7.7,4498.0,Comedy
Lady Dynamite,tv,2016,7.4,4136.0,Comedy
Doctors,tv,2016,7.6,3544.0,Comedy
W,tv,2016,8.0,16341.0,Action
Secret City,tv,2016,7.4,10414.0,Mystery
Public Enemy,tv,2016,7.4,1965.0,Crime
Submission,tv,2016,5.4,2285.0,Drama
Beautiful Gong Shim,tv,2016,7.4,1386.0,Comedy
Moon Lovers: Scarlet Heart Ryeo,tv,2016,8.6,13725.0,Action
The Windsors,tv,2016,7.2,3661.0,Comedy
Chelsea,tv,2016,6.4,2202.0,Comedy
Voltron: Legendary Defender,tv,2016,8.0,10397.0,Action
Don't Dare to Dream,tv,2016,7.7,2122.0,Comedy
The Good Place,tv,2016,8.2,207788.0,Comedy
Tootuff,tv,2001,5.8,405.0,Animation
Terrace House,tv,2015,8.1,1924.0,Drama
Hibana,tv,2016,7.7,1144.0,Drama
Queen of the South,tv,2016,8.0,36388.0,Action
Stranger Things,tv,2016,8.6,1453720.0,Drama
O.J.: Made in America,tv,2016,8.9,23200.0,Biography
Spartan: Ultimate Team Challenge,tv,2016,5.8,347.0,Game-Show
Medici,tv,2016,7.8,23467.0,Biography
LoliRock,tv,2014,7.5,764.0,Action
Love O2O,tv,2016,7.6,3876.0,Drama
13 Reasons Why,tv,2017,7.4,329616.0,Drama
Paquita Salas,tv,2016,8.0,4309.0,Comedy
Greenleaf,tv,2016,7.5,6387.0,Drama
Gypsy,tv,2017,6.7,19392.0,Drama
Age of Youth,tv,2016,8.2,3067.0,Comedy
Legend of the Blue Sea,tv,2016,8.1,14738.0,Comedy
Designated Survivor,tv,2016,7.4,111503.0,Action
Last Chance U,tv,2016,8.4,7755.0,Documentary
Word Party,tv,2016,5.5,405.0,Animation
Mob Psycho 100,tv,2016,8.5,56417.0,Action
Cinderella and the Four Knights,tv,2016,7.4,6025.0,Comedy
The Deep,tv,2015,7.8,998.0,Action
Robin Hood: Mischief in Sherwood,tv,2014,6.0,175.0,Adventure
This Is Us,tv,2016,8.7,168517.0,Comedy
You Can't Ask That,tv,2016,8.7,469.0,Documentary
Haters Back Off!,tv,2016,5.9,8029.0,Comedy
One Against All,tv,2016,7.7,505.0,Drama
El marginal,tv,2016,8.1,5052.0,Crime
Eastsiders,tv,2012,6.9,3225.0,Drama
Home: Adventures with Tip & Oh,tv,2016,6.2,722.0,Adventure
Beat Bugs,tv,2016,7.5,585.0,Adventure
Chesapeake Shores,tv,2016,7.5,9973.0,Drama
Bottersnikes & Gumbles,tv,2015,5.3,62.0,Adventure
Sin Senos Sí Hay Paraíso,tv,2016,6.5,760.0,Action
Fearless,tv,2016,7.1,358.0,Documentary
Victoria,tv,2016,8.2,32604.0,Biography
People Just Do Nothing,tv,2014,8.5,8701.0,Comedy
RuPaul's Drag Race All Stars,tv,2012,8.5,10512.0,Game-Show
Sleepeeer Hit!,tv,2016,7.9,559.0,Comedy
La marraine,tv,2014,7.3,49.0,Crime
Our Gap-soon,tv,2016,5.6,67.0,Comedy
Beyblade Burst,tv,2016,6.9,1180.0,Action
The Disastrous Life of Saiki K.,tv,2016,8.3,13321.0,Animation
Travelers,tv,2016,8.0,69155.0,Drama
Hip-Hop Evolution,tv,2016,8.4,6625.0,Documentary
Secrets of Great British Castles,tv,2015,7.7,1301.0,Documentary
Mindhunter,tv,2017,8.6,369506.0,Crime
Dirk Gently's Holistic Detective Agency,tv,2016,8.1,60466.0,Action
Easy,tv,2016,6.9,15834.0,Comedy
Motherland,tv,2016,8.0,9951.0,Comedy
Insecure,tv,2016,8.1,23839.0,Comedy
Guardian: The Lonely and Great God,tv,2016,8.6,33583.0,Comedy
Paranoid,tv,2016,6.6,11025.0,Crime
The Loud House,tv,2015,6.9,9468.0,Action
Drifters,tv,2016,7.6,4343.0,Action
Kim's Convenience,tv,2016,8.2,26635.0,Comedy
Vikingane,tv,2016,7.7,22484.0,Comedy
Gegege no Kitarô,tv,1968,7.3,63.0,Action
Trollhunters: Tales of Arcadia,tv,2016,8.4,20571.0,Action
My Dangerous Wife,tv,2016,7.5,522.0,Thriller
We Married as a Job,tv,2016,7.8,2604.0,Comedy
Crazyhead,tv,2016,7.2,5620.0,Comedy
The Mist,tv,2017,5.4,29560.0,Drama
Weightlifting Fairy Kim Bok-Joo,tv,2016,8.3,15232.0,Comedy
The Princess Weiyoung,tv,2016,7.7,1237.0,Drama
Trailer Park Boys: Out of the Park,tv,2016,7.0,2796.0,Adventure
Watership Down,tv,2018,7.2,7338.0,Action
Dr. Romantic,tv,2016,8.4,5576.0,Drama
Night Light,tv,2016,6.6,382.0,Drama
Altered Carbon,tv,2018,7.9,197139.0,Action
Mars,tv,2016,7.4,15411.0,Adventure
Skylanders Academy,tv,2016,6.7,1129.0,Action
3%,tv,2016,7.3,29355.0,Action
Little Lunch,tv,2015,8.4,789.0,Comedy
1 Kadin 1 Erkek,tv,2008,7.8,6107.0,Comedy
Captive,tv,2016,6.8,868.0,Documentary
Roman Empire,tv,2016,7.0,9947.0,Biography
El Chema,tv,2016,6.9,382.0,Action
Hirugao: Love Affairs in the Afternoon,tv,2014,7.4,496.0,Drama
Gilmore Girls: A Year in the Life,tv,2016,7.5,47948.0,Comedy
Strong Girl Bong-soon,tv,2017,8.1,20920.0,Comedy
Lego Friends,tv,2013,5.1,255.0,Animation
Kimi ni Todoke: From Me to You,tv,2009,7.8,7034.0,Animation
Defendant,tv,2017,8.1,2238.0,Crime
The Sound of Your Heart,tv,2016,8.1,1773.0,Comedy
Good Manager,tv,2017,7.9,1990.0,Comedy
10 Women in Black,tv,2016,7.8,29.0,Mystery
White Rabbit Project,tv,2016,6.9,1778.0,Reality-TV
One Day at a Time,tv,2017,8.1,19239.0,Comedy
The OA,tv,2016,7.8,122604.0,Drama
One More Time,tv,2016,6.7,738.0,Fantasy
Voice,tv,2017,7.6,2910.0,Action
Tokyo Trial,tv,2016,7.3,2052.0,Drama
Julie's Greenroom,tv,2017,8.1,372.0,Comedy
Chasing Cameron,tv,2016,3.7,1525.0,Reality-TV
Miss Kobayashi's Dragon Maid,tv,2017,7.7,5947.0,Animation
Little Witch Academia,tv,2017,7.8,4543.0,Adventure
Masamune-kun's Revenge,tv,2017,6.5,4327.0,Animation
Ransom,tv,2017,6.6,4358.0,Crime
Eternal Love,tv,2017,8.3,3336.0,Drama
Saga of Tanya the Evil,tv,2017,7.6,5038.0,Action
Bill Nye Saves the World,tv,2017,4.0,7459.0,Comedy
Svet pod Hlavou,tv,2017,7.6,310.0,Comedy
Bobo Siebenschläfer,tv,2014,7.8,42.0,Animation
Female Prime Minister,tv,2013,8.1,394.0,Comedy
Back to 1989,tv,2016,7.9,184.0,Drama
Tarzan and Jane,tv,2017,4.9,339.0,Action
Santa Clarita Diet,tv,2017,7.8,80401.0,Comedy
Mary Kills People,tv,2017,7.5,4980.0,Drama
Lalaloopsy,tv,2013,4.7,164.0,Adventure
Workin' Moms,tv,2017,7.8,24926.0,Comedy
Fauda,tv,2015,8.3,40820.0,Action
The Worst Witch,tv,2017,7.1,3545.0,Family
BoBoiBoy Galaxy,tv,2016,8.2,322.0,Action
Snatch,tv,2017,6.9,5760.0,Comedy
Ejen Ali,tv,2016,8.4,598.0,Action
Ozark,tv,2017,8.5,371674.0,Crime
Masum,tv,2017,8.3,21156.0,Crime
A Life: Itoshiki Hito,tv,2017,6.8,419.0,Drama
My Runway,tv,2016,6.3,415.0,Comedy
Quartet,tv,2017,7.8,1835.0,Comedy
Terrace House: Aloha State,tv,2016,7.4,1172.0,Drama
Detroiters,tv,2017,8.2,7296.0,Comedy
Ultimate Beastmaster,tv,2017,7.2,2854.0,Game-Show
World of Winx,tv,2016,6.5,936.0,Action
Life Plan a and B,tv,2016,7.8,136.0,Drama
Puffin Rock,tv,2015,8.6,1256.0,Animation
Luna Petunia,tv,2016,6.3,68.0,Animation
Chef's Table: France,tv,2016,8.2,1936.0,Documentary
Whisper,tv,2017,7.1,234.0,Drama
Abstract: The Art of Design,tv,2017,8.3,6089.0,Documentary
Farmacia de guardia,tv,1991,6.6,1009.0,Comedy
QB1: Beyond the Lights,tv,2017,7.7,1003.0,Documentary
The Haunted House,tv,2016,7.2,245.0,Adventure
I'm Taking the Day Off,tv,2014,6.5,322.0,Comedy
My Only Love Song,tv,2017,6.9,928.0,Comedy
Somewhere Between,tv,2017,6.3,7289.0,Drama
Legend Quest,tv,2017,7.3,583.0,Action
A Touch of Green,tv,2015,8.3,475.0,Drama
Ask the StoryBots,tv,2016,8.5,1122.0,Adventure
Buddy Thunderstruck,tv,2017,7.7,566.0,Action
TIME: The Kalief Browder Story,tv,2017,8.4,2991.0,Biography
Riviera,tv,2017,6.7,9450.0,Drama
Five Came Back,tv,2017,8.2,5491.0,Biography
Salvation,tv,2017,6.9,25171.0,Drama
The Replacement,tv,2017,6.5,3456.0,Crime
Dark,tv,2017,8.7,494853.0,Crime
GLOW,tv,2017,8.0,52868.0,Comedy
The Perfect Match,tv,2017,7.1,304.0,Romance
Kingdom,tv,2019,8.3,59807.0,Action
Man to Man,tv,2017,7.3,1876.0,Action
Stranger,tv,2017,8.4,11244.0,Crime
While You Were Sleeping,tv,2017,8.3,11625.0,Comedy
Bonusfamiljen,tv,2017,7.6,5353.0,Comedy
Dear White People,tv,2017,6.4,26905.0,Comedy
Lego Friends: The Power of Friendship,tv,2016,6.8,93.0,Animation
Samurai Gourmet,tv,2017,8.0,2484.0,Adventure
Anne with an E,tv,2017,8.6,74484.0,Drama
Fight for My Way,tv,2017,8.1,11262.0,Comedy
Dave Chappelle,tv,2017,8.6,3164.0,Comedy
Grimoire of Zero,tv,2017,6.8,961.0,Adventure
Ingobernable,tv,2017,7.0,3583.0,Crime
"Rich House, Poor House",tv,2017,6.6,155.0,Documentary
Castlevania,tv,2017,8.3,89649.0,Action
Super Wings,tv,2015,6.0,475.0,Adventure
A las once en casa,tv,1998,4.0,139.0,Comedy
Troy: Fall of a City,tv,2018,4.1,16057.0,Action
Cable Girls,tv,2017,7.5,17063.0,Drama
CRISIS: Special Security Squad,tv,2017,6.9,333.0,Action
Band of Sisters,tv,2017,8.0,46.0,Drama
Disjointed,tv,2017,6.8,11959.0,Comedy
Frankenstein in Love,tv,2017,6.2,45.0,Romance
My Sassy Girl,tv,2017,6.9,1005.0,Comedy
Suspicious Partner,tv,2017,7.7,8676.0,Comedy
Hot Girls Wanted: Turned On,tv,2017,6.6,2448.0,Documentary
El Chapo,tv,2017,7.8,21549.0,Biography
The Lady in Dignity,tv,2017,7.4,395.0,Drama
T'choupi à l'école,tv,2013,7.2,20.0,Animation
The New Legends of Monkey,tv,2018,6.5,5213.0,Action
Atypical,tv,2017,8.2,109813.0,Comedy
4 Blocks,tv,2017,8.2,10231.0,Crime
Black Lightning,tv,2018,6.1,28259.0,Action
Princess Agents,tv,2017,7.5,1478.0,Action
White Gold,tv,2017,7.3,13655.0,Comedy
The Good Doctor,tv,2017,8.0,123311.0,Drama
Good Girls,tv,2018,7.7,65282.0,Comedy
A.P. Bio,tv,2018,7.4,20597.0,Comedy
Seven Day Queen,tv,2017,7.6,885.0,Drama
The Alienist,tv,2018,7.7,63081.0,Crime
The Dark Crystal: Age of Resistance,tv,2019,8.4,28353.0,Adventure
All Hail King Julien: Exiled,tv,2017,7.4,768.0,Adventure
Anata no Koto wa Sore Hodo,tv,2017,6.2,64.0,Romance
Friends from College,tv,2017,6.9,24222.0,Comedy
The Witcher,tv,2019,7.9,596733.0,Action
The Forest,tv,2017,7.2,14138.0,Crime
Dynasty,tv,2017,7.2,26132.0,Drama
Koi to uso,tv,2017,6.2,954.0,Animation
Escape at Dannemora,tv,2018,7.9,31783.0,Biography
Ackley Bridge,tv,2017,7.1,2324.0,Drama
Miniforce - New Heroes Rise,tv,2016,6.1,60.0,Action
Diary of Tootsies,tv,2016,7.5,176.0,Comedy
Fate/Apocrypha,tv,2017,6.6,2986.0,Action
La Piloto,tv,2017,5.7,407.0,Action
The Advisors Alliance,tv,2017,7.8,381.0,Biography
Sick Note,tv,2017,6.7,9329.0,Comedy
Happy!,tv,2017,8.1,44757.0,Action
School 2017,tv,2017,7.5,2587.0,Comedy
Boule & Bill,tv,2016,6.6,24.0,Animation
The Minimighty Kids,tv,2008,6.7,85.0,Animation
Strongest Deliveryman,tv,2017,7.3,1186.0,Drama
Unit 42,tv,2017,6.9,2808.0,Crime
Tales,tv,2017,6.0,552.0,Drama
Free Rein,tv,2017,7.1,2761.0,Action
My Little Pony: Equestria Girls Specials,tv,2017,6.8,786.0,Animation
Classroom of the Elite,tv,2017,7.7,18523.0,Animation
Inside the World's Toughest Prisons,tv,2016,7.2,4254.0,Documentary
Are You Human Too?,tv,2018,7.9,3498.0,Comedy
Reunited Worlds,tv,2017,7.2,478.0,Fantasy
Alias Grace,tv,2017,7.6,40150.0,Biography
She's Gotta Have It,tv,2017,6.9,5191.0,Comedy
Made in Abyss,tv,2017,8.3,18356.0,Action
The Standups,tv,2017,6.6,1488.0,Comedy
We Did It,tv,2017,6.3,157.0,Action
My Golden Life,tv,2017,7.4,1230.0,Comedy
The Indian Detective,tv,2017,6.5,3596.0,Comedy
Killing Eve,tv,2018,8.1,146900.0,Action
Ghost Wars,tv,2017,6.2,5913.0,Drama
Patrick Melrose,tv,2018,8.0,34181.0,Drama
Safe,tv,2018,7.2,58185.0,Crime
Line of Separation,tv,2015,7.5,1425.0,Drama
Demi-Gods and Semi-Devils,tv,1997,8.0,521.0,Action
The Haunting of Hill House,tv,2018,8.5,311171.0,Drama
Ari Shaffir: Double Negative,tv,2017,6.8,812.0,Comedy
Feuer & Flamme: Mit Feuerwehrmännern im Einsatz,tv,2017,8.7,140.0,Documentary
Heart Signal,tv,2017,7.6,66.0,Reality-TV
Negotiator,tv,2017,6.2,122.0,Drama
Children of the Whales,tv,2017,7.0,1976.0,Animation
Disenchantment,tv,2018,7.2,77027.0,Action
Please Take Care of My Refrigerator,tv,2014,8.7,87.0,Reality-TV
Tales by Light,tv,2015,8.2,2094.0,Documentary
Daughters of Destiny,tv,2017,8.6,1045.0,Documentary
A Little Help with Carol Burnett,tv,2018,6.2,264.0,Talk-Show
Knightfall,tv,2017,6.8,22765.0,Action
American Vandal,tv,2017,8.1,34178.0,Comedy
Wet Hot American Summer: Ten Years Later,tv,2017,6.8,10095.0,Comedy
Trust Me,tv,2017,7.0,3316.0,Drama
Loudermilk,tv,2017,7.8,22623.0,Comedy
Black Clover,tv,2017,8.2,42278.0,Action
True and the Rainbow Kingdom,tv,2017,7.0,598.0,Adventure
Million Yen Women,tv,2017,7.5,2209.0,Crime
Maggie & Bianca: Fashion Friends,tv,2016,5.9,236.0,Comedy
Maniac,tv,2018,7.6,90560.0,Comedy
Zbrodnia,tv,2014,6.3,869.0,Action
Godless,tv,2017,8.2,86310.0,Action
The Magic School Bus Rides Again,tv,2017,6.3,1010.0,Adventure
Warrior,tv,2019,8.4,50406.0,Action
Odd Squad,tv,2014,7.4,1916.0,Action
Liar,tv,2017,7.1,11792.0,Crime
"Legacy, a Kate McDougal Investigation",tv,2016,6.2,86.0,Crime
Temperature of Love,tv,2017,7.0,719.0,Comedy
Wormwood,tv,2017,7.0,4923.0,Biography
Greenhouse Academy,tv,2017,6.6,7528.0,Adventure
A Boy Named Flora A,tv,2017,7.8,370.0,Comedy
Final Fantasy XIV: Dad of Light,tv,2017,7.1,699.0,Drama
Suburra: Blood on Rome,tv,2017,7.9,17397.0,Action
Lego Elves: Secrets of Elvendale,tv,2017,6.5,252.0,Adventure
Back,tv,2017,7.3,4069.0,Comedy
The Confession Tapes,tv,2017,7.5,5838.0,Crime
Fire Chasers,tv,2017,6.6,431.0,Documentary
The Ancient Magus' Bride,tv,2017,7.6,4567.0,Animation
Fatal Attraction,tv,2013,7.6,468.0,Crime
Zak Storm,tv,2016,7.0,312.0,Action
Inuyashiki,tv,2017,7.6,6029.0,Action
The Resident,tv,2018,7.8,40796.0,Drama
Legend of the Galactic Heroes: Die Neue These,tv,2018,7.7,796.0,Action
Neo Yokio,tv,2017,5.9,3684.0,Action
Go Back Couple,tv,2017,8.2,2001.0,Drama
Because This Is My First Life,tv,2017,8.0,9503.0,Comedy
Mad Dog,tv,2017,7.6,1289.0,Crime
Jack Whitehall: Travels with My Father,tv,2017,7.6,6231.0,Comedy
Superstition,tv,2017,5.1,2122.0,Drama
Witch's Court,tv,2017,7.4,706.0,Crime
Lego Bionicle: The Journey to One,tv,2016,5.3,253.0,Action
Mashkiny strashilki,tv,2014,6.0,80.0,Animation
Big Mouth,tv,2017,7.8,94547.0,Animation
Paul Hollywood's Big Continental Road Trip,tv,2017,7.4,268.0,Documentary
Das Pubertier,tv,2017,5.1,114.0,Family
Kulipari,tv,2016,6.7,327.0,Action
Hey Duggee,tv,2014,8.8,1589.0,Adventure
Sweet Enemy,tv,2017,6.9,11.0,Drama
Die Frau vom Checkpoint Charlie,tv,2007,6.2,361.0,Drama
In the Long Run,tv,2017,7.4,1430.0,Comedy
Grizzy and the Lemmings,tv,2016,7.2,1191.0,Adventure
Rosario Tijeras,tv,2016,6.1,579.0,Action
Harley Quinn,tv,2019,8.4,41218.0,Action
Super Monsters,tv,2017,6.1,502.0,Adventure
The Day I Met El Chapo: The Kate Del Castillo Story,tv,2017,6.8,1224.0,Biography
I'm Not a Robot,tv,2017,8.0,8753.0,Comedy
Rikuô,tv,2017,7.2,506.0,Drama
Carmen Sandiego,tv,2019,7.9,7727.0,Action
Brother - Black Power,tv,2017,6.7,183.0,Crime
Deadwind,tv,2018,7.3,14442.0,Crime
Prison Playbook,tv,2017,8.4,5648.0,Comedy
Rain or Shine,tv,2017,8.1,3726.0,Drama
Nothing to Lose,tv,2017,6.7,221.0,Drama
Beyond Stranger Things,tv,2017,7.4,2287.0,Documentary
The Big Family Cooking Showdown,tv,2017,7.0,773.0,Reality-TV
Exorcist,tv,2017,7.6,591.0,Animation
Erased,tv,2017,7.8,4694.0,Drama
The Sisters,tv,2017,7.8,90.0,Animation
The Umbrella Academy,tv,2019,7.8,304732.0,Action
Blazing Transfer Students,tv,2017,6.6,152.0,Action
Black Knight,tv,2017,6.6,678.0,Fantasy
Stretch Armstrong & the Flex Fighters,tv,2017,6.1,393.0,Action
A Korean Odyssey,tv,2017,7.9,6799.0,Comedy
Shot in the Dark,tv,2017,7.9,2118.0,Documentary
The Terror,tv,2018,7.9,58368.0,Adventure
Devilman Crybaby,tv,2018,7.6,32634.0,Action
Violet Evergarden,tv,2018,8.4,35103.0,Animation
The Letdown,tv,2017,7.4,4288.0,Comedy
Itô kun A to E,tv,2017,6.7,277.0,Comedy
Wolf,tv,2018,8.1,8920.0,Action
A Love So Beautiful,tv,2017,7.9,2092.0,Comedy
Narcisa Sãlbaticã,tv,2010,8.1,41.0,Drama
Titans,tv,2018,7.5,116554.0,Action
Seven Seconds,tv,2018,7.7,21829.0,Crime
Part-Time Idol,tv,2017,6.4,177.0,Comedy
13 Commandments,tv,2017,7.0,3430.0,Crime
Unnatural,tv,2018,8.1,2615.0,Drama
Lost in Space,tv,2018,7.3,109924.0,Adventure
Bad Guys: Vile City,tv,2017,7.4,366.0,Action
After the Rain,tv,2018,7.4,1907.0,Animation
Terrace House: Opening New Doors,tv,2017,7.8,1140.0,Drama
Wilder,tv,2017,7.3,868.0,Crime
Mr. Sunshine,tv,2018,8.7,12470.0,Action
Mob Psycho 100,tv,2018,5.2,660.0,Action
The Toys That Made Us,tv,2017,7.9,6315.0,Comedy
Dumb,tv,2016,7.9,264.0,Action
Dope,tv,2017,7.3,1880.0,Crime
Mystery Science Theater 3000,tv,2017,8.1,4258.0,Comedy
Médico de familia,tv,1995,5.3,717.0,Comedy
Care Bears and Cousins,tv,2015,6.7,107.0,Animation
Anone,tv,2018,6.7,129.0,Drama
Laid-Back Camp,tv,2018,8.1,2232.0,Adventure
Fate/Extra Last Encore,tv,2018,5.4,1045.0,Action
IDOLiSH7,tv,2017,7.0,142.0,Animation
Kokkoku,tv,2018,6.9,871.0,Animation
Pop Team Epic,tv,2018,6.9,1103.0,Animation
Derry Girls,tv,2018,8.5,69405.0,Comedy
Rotten,tv,2018,7.2,4172.0,Documentary
My Next Guest Needs No Introduction with David Letterman,tv,2018,7.8,6428.0,Talk-Show
Donna,tv,2018,7.0,151.0,Comedy
The Seamstress,tv,2017,7.3,31.0,Drama
Fugueuse,tv,2018,7.6,845.0,Drama
Trolls: The Beat Goes On!,tv,2018,5.9,1083.0,Adventure
Somebody Feed Phil,tv,2018,8.3,7275.0,Adventure
Dirty Money,tv,2018,8.1,10533.0,Crime
Botoks,tv,2018,4.7,331.0,Drama
Kakegurui,tv,2018,6.8,1459.0,Drama
Everything Sucks!,tv,2018,7.4,24552.0,Comedy
72 Dangerous Animals: Latin America,tv,2017,6.5,772.0,Documentary
Drug Lords,tv,2018,6.8,1611.0,Biography
Welcome to Waikiki,tv,2018,8.2,4173.0,Comedy
Welcome to the Family,tv,2018,6.7,582.0,Comedy
Kiss Me First,tv,2018,6.3,4317.0,Drama
Dogs of Berlin,tv,2018,7.5,14998.0,Action
My Mister,tv,2018,9.0,12935.0,Drama
Llama Llama,tv,2018,6.3,328.0,Adventure
Elite,tv,2018,7.1,97333.0,Crime
Pinky Malinky,tv,2018,5.8,1499.0,Animation
Misty,tv,2018,7.8,1014.0,Drama
The Rain,tv,2018,6.3,44033.0,Drama
On My Block,tv,2018,7.8,20939.0,Comedy
Golden Kamuy,tv,2018,8.0,3031.0,Action
Collateral,tv,2018,6.8,22977.0,Crime
Coach Snoop,tv,2016,6.9,669.0,Documentary
Luna Petunia: Return to Amazia,tv,2018,5.1,54.0,Animation
Requiem,tv,2018,6.4,7692.0,Drama
Turning Mecard,tv,2015,8.3,83.0,Action
Alexa & Katie,tv,2018,7.5,7307.0,Comedy
Shababnikim,tv,2017,8.1,628.0,Comedy
Queer Eye,tv,2018,8.5,21865.0,Reality-TV
Tornado,tv,2006,4.9,468.0,Action
The Mechanism,tv,2018,8.0,36993.0,Crime
H2O: Mermaid Adventures,tv,2015,5.4,307.0,Adventure
Vida,tv,2018,7.4,4019.0,Comedy
Rapture,tv,2018,7.1,613.0,Documentary
The Joel McHale Show with Joel McHale,tv,2018,7.1,2560.0,Comedy
First Team: Juventus,tv,2018,7.2,2239.0,Documentary
Lekarze na start,tv,2017,6.7,13.0,Drama
Re: Mind,tv,2017,5.0,1998.0,Horror
Cobra Kai,tv,2018,8.4,232132.0,Action
A Discovery of Witches,tv,2018,7.8,70451.0,Drama
Captain Tsubasa,tv,2018,8.1,2557.0,Animation
BG: Personal Bodyguard,tv,2018,6.7,497.0,Drama
Tempted,tv,2018,7.1,2717.0,Drama
Hitler's Circle of Evil,tv,2018,8.0,5519.0,Biography
The Innocents,tv,2018,6.3,6463.0,Drama
La linea verticale,tv,2018,7.7,339.0,Drama
Ugly Delicious,tv,2018,7.7,3862.0,Adventure
Harem,tv,2018,7.6,188.0,Drama
B: The Beginning,tv,2018,7.0,5908.0,Action
Cocaine Coast,tv,2018,7.9,4814.0,Crime
Flint Town,tv,2018,7.8,4167.0,Crime
Wild Wild Country,tv,2018,8.1,37121.0,Crime
The Boss Baby: Back in Business,tv,2018,6.5,4782.0,Adventure
Uma Musume: Pretty Derby,tv,2018,6.8,385.0,Animation
Girls Incarcerated: Young and Locked Up,tv,2018,7.2,1291.0,Documentary
Glorious Day,tv,2014,7.3,36.0,Comedy
A.I.C.O. Incarnation,tv,2018,6.3,1505.0,Action
Nailed It!,tv,2018,7.4,5582.0,Game-Show
Viking Women,tv,2014,6.6,46.0,Documentary
SKAM Italia,tv,2018,7.8,2657.0,Drama
Wild Italy,tv,2014,7.2,18.0,Documentary
Dinotrux Supercharged,tv,2017,6.4,149.0,Action
Creeped Out,tv,2017,6.6,2647.0,Adventure
Sintonia,tv,2019,6.8,1848.0,Crime
Edha,tv,2018,4.9,720.0,Drama
Steins;Gate 0,tv,2018,8.4,13197.0,Animation
Dragons: Race to the Edge,tv,2015,8.2,9796.0,Action
You,tv,2018,7.6,341875.0,Crime
Sword Gai: The Animation,tv,2018,5.7,1171.0,Animation
The Chalet,tv,2017,7.0,7840.0,Drama
James Acaster: Repertoire,tv,2018,8.4,4579.0,Comedy
Come Home,tv,2018,6.8,981.0,Drama
Lost Song,tv,2018,6.9,489.0,Adventure
Something in the Rain,tv,2018,8.0,10123.0,Drama
The Bletchley Circle: San Francisco,tv,2018,6.9,3345.0,Crime
Fastest Car,tv,2018,7.1,1498.0,Documentary
ReBoot: The Guardian Code,tv,2018,3.8,1339.0,Action
LAST HOPE,tv,2018,5.7,538.0,Action
Trump: An American Dream,tv,2017,7.2,4971.0,Biography
Wotakoi: Love is Hard for Otaku,tv,2018,7.5,5446.0,Animation
Forest of Piano,tv,2018,7.3,1277.0,Adventure
Dragon Pilot: Hisone and Masotan,tv,2018,6.8,656.0,Animation
Love Destiny,tv,2018,7.8,359.0,Drama
Shigunaru,tv,2018,7.0,288.0,Crime
Fugitiva,tv,2018,5.6,812.0,Drama
The Confidence Man JP,tv,2018,7.5,1048.0,Comedy
Bobby Kennedy for President,tv,2018,8.1,2187.0,Biography
Amo,tv,2017,6.4,462.0,Crime
Kantaro: The Sweet Tooth Salaryman,tv,2017,7.5,945.0,Adventure
Wok of Love,tv,2018,7.4,1674.0,Comedy
The Honeymoon Stand-up Special,tv,2018,6.8,564.0,Comedy
Churchill's Secret Agents: The New Recruits,tv,2018,7.7,669.0,Documentary
The Governor,tv,2016,7.9,122.0,Drama
Clean with Passion for Now,tv,2018,7.0,2971.0,Comedy
Spy Kids: Mission Critical,tv,2018,4.8,499.0,Action
Aggretsuko,tv,2018,8.0,7868.0,Animation
